Datum,Zeit,Schritte
2026.02.24 07:44:00,07:44:00,22
2026.02.24 07:45:00,07:45:00,22
2026.02.24 07:49:00,07:49:00,34
2026.02.24 07:51:00,07:51:00,77
2026.02.24 07:52:00,07:52:00,57
2026.02.24 07:53:00,07:53:00,7
2026.02.24 07:58:00,07:58:00,72
2026.02.24 07:59:00,07:59:00,19
2026.02.24 08:08:00,08:08:00,12
2026.02.24 08:09:00,08:09:00,47
2026.02.24 08:10:00,08:10:00,38
2026.02.24 08:12:00,08:12:00,68
2026.02.24 08:13:00,08:13:00,106
2026.02.24 08:14:00,08:14:00,110
2026.02.24 08:15:00,08:15:00,113
2026.02.24 08:16:00,08:16:00,107
2026.02.24 08:17:00,08:17:00,105
2026.02.24 08:18:00,08:18:00,65
2026.02.24 08:19:00,08:19:00,56
2026.02.24 08:20:00,08:20:00,108
2026.02.24 08:21:00,08:21:00,104
2026.02.24 08:22:00,08:22:00,31
2026.02.24 08:23:00,08:23:00,106
2026.02.24 08:24:00,08:24:00,102
2026.02.24 08:25:00,08:25:00,97
2026.02.24 08:26:00,08:26:00,95
2026.02.24 08:27:00,08:27:00,56
2026.02.24 08:28:00,08:28:00,0
2026.02.24 08:37:00,08:37:00,29
2026.02.24 08:54:00,08:54:00,90
2026.02.24 08:55:00,08:55:00,116
2026.02.24 08:56:00,08:56:00,109
2026.02.24 08:57:00,08:57:00,107
2026.02.24 08:58:00,08:58:00,8
2026.02.24 08:59:00,08:59:00,7
2026.02.24 09:00:00,09:00:00,6
2026.02.24 09:06:00,09:06:00,87
2026.02.24 09:07:00,09:07:00,83
2026.02.24 09:08:00,09:08:00,71
2026.02.24 09:09:00,09:09:00,28
2026.02.24 09:17:00,09:17:00,110
2026.02.24 09:18:00,09:18:00,115
2026.02.24 09:19:00,09:19:00,103
2026.02.24 09:20:00,09:20:00,99
2026.02.24 09:21:00,09:21:00,94
2026.02.24 09:22:00,09:22:00,49
2026.02.24 09:23:00,09:23:00,16
2026.02.24 09:24:00,09:24:00,89
2026.02.24 09:25:00,09:25:00,82
2026.02.24 09:26:00,09:26:00,81
2026.02.24 09:27:00,09:27:00,13
2026.02.24 09:36:00,09:36:00,38
2026.02.24 09:37:00,09:37:00,8
2026.02.24 09:39:00,09:39:00,11
2026.02.24 09:40:00,09:40:00,24
2026.02.24 09:41:00,09:41:00,32
2026.02.24 10:02:00,10:02:00,16
2026.02.24 10:06:00,10:06:00,44
2026.02.24 10:35:00,10:35:00,19
2026.02.24 10:36:00,10:36:00,9
2026.02.24 10:41:00,10:41:00,8
2026.02.24 11:18:00,11:18:00,7
2026.02.24 11:19:00,11:19:00,106
2026.02.24 11:20:00,11:20:00,112
2026.02.24 11:21:00,11:21:00,108
2026.02.24 11:22:00,11:22:00,111
2026.02.24 11:23:00,11:23:00,108
2026.02.24 11:24:00,11:24:00,68
2026.02.24 11:25:00,11:25:00,64
2026.02.24 11:26:00,11:26:00,22
2026.02.24 11:27:00,11:27:00,44
2026.02.24 11:29:00,11:29:00,40
2026.02.24 11:30:00,11:30:00,96
2026.02.24 11:31:00,11:31:00,111
2026.02.24 11:32:00,11:32:00,75
2026.02.24 11:33:00,11:33:00,107
2026.02.24 11:34:00,11:34:00,80
2026.02.24 11:35:00,11:35:00,101
2026.02.24 11:36:00,11:36:00,104
2026.02.24 11:37:00,11:37:00,62
2026.02.24 11:52:00,11:52:00,11
2026.02.24 12:00:00,12:00:00,7
2026.02.24 12:59:00,12:59:00,13
2026.02.24 13:50:00,13:50:00,10
2026.02.24 13:53:00,13:53:00,14
2026.02.24 13:54:00,13:54:00,10
2026.02.24 14:08:00,14:08:00,52
2026.02.24 14:09:00,14:09:00,33
2026.02.24 14:20:00,14:20:00,49
2026.02.24 14:21:00,14:21:00,14
2026.02.24 14:23:00,14:23:00,31
2026.02.24 14:24:00,14:24:00,52
2026.02.24 14:25:00,14:25:00,16
2026.02.24 14:27:00,14:27:00,6
2026.02.24 14:37:00,14:37:00,11
2026.02.24 14:38:00,14:38:00,29
2026.02.24 14:39:00,14:39:00,68
2026.02.24 14:40:00,14:40:00,109
2026.02.24 14:41:00,14:41:00,107
2026.02.24 14:42:00,14:42:00,116
2026.02.24 14:43:00,14:43:00,116
2026.02.24 14:44:00,14:44:00,116
2026.02.24 14:45:00,14:45:00,116
2026.02.24 14:46:00,14:46:00,112
2026.02.24 14:47:00,14:47:00,65
2026.02.24 14:48:00,14:48:00,14
2026.02.24 14:49:00,14:49:00,9
2026.02.24 14:52:00,14:52:00,40
2026.02.24 14:53:00,14:53:00,49
2026.02.24 14:54:00,14:54:00,114
2026.02.24 14:55:00,14:55:00,113
2026.02.24 14:56:00,14:56:00,106
2026.02.24 14:57:00,14:57:00,107
2026.02.24 14:58:00,14:58:00,113
2026.02.24 14:59:00,14:59:00,114
2026.02.24 15:00:00,15:00:00,99
2026.02.24 15:01:00,15:01:00,36
2026.02.24 15:02:00,15:02:00,83
