Datum,Zeit,Schritte
2026.02.26 05:40:20,05:40:20,6
2026.02.26 05:40:32,05:40:32,10
2026.02.26 05:40:43,05:40:43,10
2026.02.26 05:59:37,05:59:37,8
2026.02.26 05:59:53,05:59:53,24
2026.02.26 06:00:42,06:00:42,13
2026.02.26 06:01:15,06:01:15,23
2026.02.26 06:02:34,06:02:34,36
2026.02.26 06:08:54,06:08:54,57
2026.02.26 06:22:47,06:22:47,15
2026.02.26 06:23:17,06:23:17,23
2026.02.26 06:24:07,06:24:07,35
2026.02.26 06:25:08,06:25:08,37
2026.02.26 07:02:41,07:02:41,16
2026.02.26 07:03:13,07:03:13,179
2026.02.26 07:05:12,07:05:12,44
2026.02.26 07:14:11,07:14:11,15
2026.02.26 07:14:41,07:14:41,95
2026.02.26 07:15:41,07:15:41,88
2026.02.26 07:18:10,07:18:10,7
2026.02.26 07:18:24,07:18:24,9
2026.02.26 07:21:15,07:21:15,15
2026.02.26 07:21:45,07:21:45,56
2026.02.26 07:22:45,07:22:45,79
2026.02.26 07:23:30,07:23:30,92
2026.02.26 07:31:05,07:31:05,7
2026.02.26 07:31:19,07:31:19,115
2026.02.26 07:32:19,07:32:19,106
2026.02.26 07:33:19,07:33:19,106
2026.02.26 07:34:19,07:34:19,101
2026.02.26 07:35:19,07:35:19,31
2026.02.26 07:35:37,07:35:37,20
2026.02.26 07:37:19,07:37:19,92
2026.02.26 07:38:14,07:38:14,78
2026.02.26 07:54:35,07:54:35,8
2026.02.26 07:54:51,07:54:51,13
2026.02.26 09:28:32,09:28:32,6
2026.02.26 09:28:44,09:28:44,237
2026.02.26 10:57:01,10:57:01,8
2026.02.26 10:57:17,10:57:17,328
2026.02.26 11:03:05,11:03:05,96
2026.02.26 11:04:49,11:04:49,21
2026.02.26 11:05:03,11:05:03,27
2026.02.26 11:07:45,11:07:45,278
2026.02.26 11:14:52,11:14:52,176
2026.02.26 12:04:07,12:04:07,16
2026.02.26 12:04:39,12:04:39,338
2026.02.26 12:08:06,12:08:06,70
2026.02.26 12:11:22,12:11:22,7
2026.02.26 12:11:36,12:11:36,56
2026.02.26 12:59:25,12:59:25,7
2026.02.26 12:59:39,12:59:39,121
2026.02.26 13:02:15,13:02:15,145
2026.02.26 14:43:14,14:43:14,15
2026.02.26 14:43:44,14:43:44,23
2026.02.26 14:44:00,14:44:00,9
2026.02.26 14:46:48,14:46:48,7
2026.02.26 14:53:23,14:53:23,15
2026.02.26 14:53:53,14:53:53,27
2026.02.26 14:54:14,14:54:14,11
2026.02.26 14:57:36,14:57:36,7
2026.02.26 14:57:50,14:57:50,21
2026.02.26 14:58:21,14:58:21,15
2026.02.26 15:28:07,15:28:07,7
2026.02.26 15:28:21,15:28:21,25
2026.02.26 15:29:20,15:29:20,91
2026.02.26 15:30:14,15:30:14,8
2026.02.26 15:31:14,15:31:14,10
2026.02.26 15:31:46,15:31:46,47
2026.02.26 15:33:17,15:33:17,52
2026.02.26 15:34:21,15:34:21,57
2026.02.26 15:58:34,15:58:34,7
2026.02.26 15:58:48,15:58:48,16
2026.02.26 16:05:54,16:05:54,7
2026.02.26 16:06:08,16:06:08,9
2026.02.26 16:25:45,16:25:45,7
2026.02.26 16:25:59,16:25:59,21
2026.02.26 16:26:48,16:26:48,8
2026.02.26 16:27:31,16:27:31,23
2026.02.26 16:28:59,16:28:59,60
2026.02.26 16:30:08,16:30:08,117
2026.02.26 16:31:13,16:31:13,107
2026.02.26 16:32:14,16:32:14,39
2026.02.26 17:53:47,17:53:47,8
2026.02.26 17:54:03,17:54:03,162
2026.02.26 17:55:41,17:55:41,138
2026.02.26 17:57:07,17:57:07,273
2026.02.26 18:00:22,18:00:22,18
2026.02.26 18:00:35,18:00:35,37
2026.02.26 18:18:09,18:18:09,15
2026.02.26 18:18:39,18:18:39,19
2026.02.26 18:20:37,18:20:37,7
2026.02.26 18:20:51,18:20:51,14
2026.02.26 18:25:16,18:25:16,6
2026.02.26 18:25:28,18:25:28,26
2026.02.26 18:26:27,18:26:27,50
2026.02.26 18:27:28,18:27:28,9
2026.02.26 18:32:19,18:32:19,6
2026.02.26 18:32:31,18:32:31,31
2026.02.26 19:04:13,19:04:13,15
2026.02.26 19:04:43,19:04:43,32
2026.02.26 19:22:50,19:22:50,16
2026.02.26 19:23:22,19:23:22,18
2026.02.26 19:48:52,19:48:52,7
2026.02.26 19:49:06,19:49:06,149
2026.02.26 19:53:52,19:53:52,29
2026.02.26 20:22:23,20:22:23,12
2026.02.26 20:22:47,20:22:47,4
2026.02.26 20:24:50,20:24:50,6
2026.02.26 20:25:02,20:25:02,22
