Datum,Zeit,Schritte
2026.02.18 06:41:00,06:41:00,36
2026.02.18 06:42:00,06:42:00,28
2026.02.18 06:43:00,06:43:00,40
2026.02.18 06:44:00,06:44:00,34
2026.02.18 06:45:00,06:45:00,9
2026.02.18 07:02:00,07:02:00,7
2026.02.18 07:03:00,07:03:00,15
2026.02.18 07:05:00,07:05:00,23
2026.02.18 07:06:00,07:06:00,21
2026.02.18 07:07:00,07:07:00,15
2026.02.18 07:08:00,07:08:00,15
2026.02.18 07:09:00,07:09:00,28
2026.02.18 07:10:00,07:10:00,16
2026.02.18 07:11:00,07:11:00,41
2026.02.18 07:12:00,07:12:00,28
2026.02.18 07:13:00,07:13:00,62
2026.02.18 07:14:00,07:14:00,7
2026.02.18 07:22:00,07:22:00,32
2026.02.18 07:27:00,07:27:00,29
2026.02.18 07:28:00,07:28:00,48
2026.02.18 07:29:00,07:29:00,27
2026.02.18 07:30:00,07:30:00,103
2026.02.18 07:31:00,07:31:00,111
2026.02.18 07:32:00,07:32:00,109
2026.02.18 07:33:00,07:33:00,108
2026.02.18 07:34:00,07:34:00,111
2026.02.18 07:35:00,07:35:00,108
2026.02.18 07:36:00,07:36:00,106
2026.02.18 07:37:00,07:37:00,107
2026.02.18 07:38:00,07:38:00,77
2026.02.18 07:39:00,07:39:00,108
2026.02.18 07:40:00,07:40:00,103
2026.02.18 07:41:00,07:41:00,86
2026.02.18 07:42:00,07:42:00,74
2026.02.18 07:43:00,07:43:00,27
2026.02.18 08:10:00,08:10:00,37
2026.02.18 08:11:00,08:11:00,115
2026.02.18 08:12:00,08:12:00,111
2026.02.18 08:13:00,08:13:00,114
2026.02.18 08:14:00,08:14:00,53
2026.02.18 08:16:00,08:16:00,9
2026.02.18 08:22:00,08:22:00,23
2026.02.18 08:23:00,08:23:00,91
2026.02.18 08:24:00,08:24:00,47
2026.02.18 08:25:00,08:25:00,68
2026.02.18 08:26:00,08:26:00,72
2026.02.18 08:27:00,08:27:00,10
2026.02.18 08:33:00,08:33:00,36
2026.02.18 08:34:00,08:34:00,113
2026.02.18 08:35:00,08:35:00,71
2026.02.18 08:36:00,08:36:00,103
2026.02.18 08:37:00,08:37:00,96
2026.02.18 08:38:00,08:38:00,107
2026.02.18 08:39:00,08:39:00,99
2026.02.18 08:40:00,08:40:00,26
2026.02.18 08:47:00,08:47:00,10
2026.02.18 09:36:00,09:36:00,13
2026.02.18 09:42:00,09:42:00,90
2026.02.18 09:43:00,09:43:00,40
2026.02.18 09:44:00,09:44:00,10
2026.02.18 09:45:00,09:45:00,35
2026.02.18 09:46:00,09:46:00,38
