Datum,Zeit,Schritte
2026.02.25 05:44:14,05:44:14,15
2026.02.25 05:44:44,05:44:44,2
2026.02.25 09:53:09,09:53:09,12
2026.02.25 09:54:11,09:54:11,12
2026.02.25 09:54:35,09:54:35,11
2026.02.25 10:02:18,10:02:18,12
2026.02.25 10:02:42,10:02:42,15
2026.02.25 10:03:41,10:03:41,21
2026.02.25 10:06:08,10:06:08,12
2026.02.25 10:07:15,10:07:15,55
2026.02.25 11:53:31,11:53:31,6
2026.02.25 11:53:43,11:53:43,2
2026.02.25 11:53:45,11:53:45,19
2026.02.25 12:30:50,12:30:50,6
2026.02.25 12:31:02,12:31:02,3
2026.02.25 12:31:04,12:31:04,37
2026.02.25 12:32:59,12:32:59,50
2026.02.25 12:34:02,12:34:02,36
2026.02.25 12:36:16,12:36:16,7
2026.02.25 12:36:30,12:36:30,61
2026.02.25 12:37:25,12:37:25,67
2026.02.25 12:39:01,12:39:01,15
2026.02.25 12:39:31,12:39:31,1
2026.02.25 12:39:31,12:39:31,16
2026.02.25 12:42:59,12:42:59,7
2026.02.25 12:43:13,12:43:13,41
2026.02.25 12:43:57,12:43:57,22
2026.02.25 12:47:00,12:47:00,8
2026.02.25 12:47:16,12:47:16,101
2026.02.25 12:49:40,12:49:40,88
2026.02.25 12:50:41,12:50:41,58
2026.02.25 12:51:41,12:51:41,52
2026.02.25 12:52:20,12:52:20,92
2026.02.25 12:53:41,12:53:41,107
2026.02.25 12:54:41,12:54:41,268
2026.02.25 12:57:58,12:57:58,79
2026.02.25 12:59:32,12:59:32,20
2026.02.25 13:00:52,13:00:52,271
2026.02.25 13:04:55,13:04:55,309
2026.02.25 13:08:45,13:08:45,399
2026.02.25 13:13:02,13:13:02,68
2026.02.25 13:17:20,13:17:20,23
2026.02.25 13:34:29,13:34:29,16
2026.02.25 13:35:01,13:35:01,49
2026.02.25 13:46:24,13:46:24,6
2026.02.25 13:58:47,13:58:47,16
2026.02.25 13:59:19,13:59:19,201
2026.02.25 14:05:49,14:05:49,84
